"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 09 15:00:11 GMT 2022","Tue Aug 09 15:00:13 GMT 2022","1833","","example2.spec.js","","","","@Smoke",""
"passed","Tue Aug 09 15:00:07 GMT 2022","Tue Aug 09 15:00:11 GMT 2022","3492","","example1.spec.js","","","","@Smoke",""
