"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 05 08:37:44 GMT 2022","Fri Aug 05 08:37:49 GMT 2022","4701","","example1.spec.js","","","","@Smoke",""
"passed","Fri Aug 05 08:37:49 GMT 2022","Fri Aug 05 08:37:51 GMT 2022","1953","","example2.spec.js","","","","@Smoke",""
