"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 10 14:30:08 GMT 2022","Sat Sep 10 14:30:09 GMT 2022","1441","","example2.spec.js","","","","@Smoke",""
"passed","Sat Sep 10 14:30:05 GMT 2022","Sat Sep 10 14:30:08 GMT 2022","3201","","example1.spec.js","","","","@Smoke",""
