"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 09 14:08:57 GMT 2022","Tue Aug 09 14:08:59 GMT 2022","2044","","example2.spec.js","","","","@Smoke",""
"passed","Tue Aug 09 14:08:54 GMT 2022","Tue Aug 09 14:08:57 GMT 2022","3454","","example1.spec.js","","","","@Smoke",""
