"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 09 11:07:12 GMT 2022","Tue Aug 09 11:07:16 GMT 2022","3381","","example1.spec.js","","","","@Smoke",""
"passed","Tue Aug 09 11:07:16 GMT 2022","Tue Aug 09 11:07:17 GMT 2022","1844","","example2.spec.js","","","","@Smoke",""
