"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 10:12:35 GMT 2022","Thu Aug 04 10:12:43 GMT 2022","8032","","example2.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 10:12:35 GMT 2022","Thu Aug 04 10:12:43 GMT 2022","7998","","example1.spec.js","","","","@Smoke",""
