"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 15:52:07 GMT 2022","Thu Aug 04 15:52:12 GMT 2022","4193","","example1.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 15:52:12 GMT 2022","Thu Aug 04 15:52:14 GMT 2022","2063","","example2.spec.js","","","","@Smoke",""
