"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 11 11:00:21 GMT 2022","Thu Aug 11 11:00:23 GMT 2022","1734","","example2.spec.js","","","","@Smoke",""
"passed","Thu Aug 11 11:00:18 GMT 2022","Thu Aug 11 11:00:21 GMT 2022","2939","","example1.spec.js","","","","@Smoke",""
