"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 14:39:59 GMT 2022","Thu Aug 04 14:40:06 GMT 2022","7681","","example2.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 14:39:59 GMT 2022","Thu Aug 04 14:40:07 GMT 2022","8237","","example1.spec.js","","","","@Smoke",""
