"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 09 15:19:01 GMT 2022","Tue Aug 09 15:19:04 GMT 2022","2530","","example2.spec.js","","","","@Smoke",""
"passed","Tue Aug 09 15:18:57 GMT 2022","Tue Aug 09 15:19:01 GMT 2022","4141","","example1.spec.js","","","","@Smoke",""
