"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 13 07:34:33 GMT 2022","Tue Sep 13 07:34:34 GMT 2022","1402","","example2.spec.js","","","","@Smoke",""
"passed","Tue Sep 13 07:34:30 GMT 2022","Tue Sep 13 07:34:33 GMT 2022","2563","","example1.spec.js","","","","@Smoke",""
