"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 14:25:24 GMT 2022","Thu Aug 04 14:25:32 GMT 2022","8071","","example2.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 14:25:24 GMT 2022","Thu Aug 04 14:25:32 GMT 2022","8110","","example1.spec.js","","","","@Smoke",""
