"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 16:00:24 GMT 2022","Thu Aug 04 16:00:28 GMT 2022","3705","","example1.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 16:00:28 GMT 2022","Thu Aug 04 16:00:30 GMT 2022","1609","","example2.spec.js","","","","@Smoke",""
