"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 14 07:55:34 GMT 2022","Wed Sep 14 07:55:37 GMT 2022","2711","","example1.spec.js","","","","@Smoke",""
"passed","Wed Sep 14 07:55:37 GMT 2022","Wed Sep 14 07:55:39 GMT 2022","1380","","example2.spec.js","","","","@Smoke",""
