"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 13:39:47 GMT 2022","Thu Aug 04 13:39:56 GMT 2022","8381","","example2.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 13:39:47 GMT 2022","Thu Aug 04 13:39:56 GMT 2022","8266","","example1.spec.js","","","","@Smoke",""
