"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 04 16:09:50 GMT 2022","Thu Aug 04 16:09:53 GMT 2022","3231","","example1.spec.js","","","","@Smoke",""
"passed","Thu Aug 04 16:09:53 GMT 2022","Thu Aug 04 16:09:55 GMT 2022","1464","","example2.spec.js","","","","@Smoke",""
